Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0612,b. Nasopharynx cancers,2020,Male,Age_all,[All],237.00000000,0.03352980,0.17485516,0.39498132,
CG0613,c. Other pharynx cancer,2020,Male,Age_all,[All],3114.00000000,0.44055606,1.81438766,5.18975452,
CG0620,Oesophagus cancer,2020,Male,Age_all,[All],8978.00000000,1.27017093,5.17712874,14.96262560,
CG0630,Stomach cancer,2020,Male,Age_all,[All],27771.00000000,3.92892815,14.68028550,46.28281082,
CG0640,Colon and rectum cancers,2020,Male,Age_all,[All],27963.00000000,3.95609153,16.05151475,46.60279569,
CG0650,Liver cancer,2020,Male,Age_all,[All],16271.00000000,2.30195491,8.77443509,27.11705070,
CG0660,Pancreas cancer,2020,Male,Age_all,[All],18880.00000000,2.67106563,10.87138236,31.46517836,
CG0670,"Trachea, bronchus, lung cancers",2020,Male,Age_all,[All],53247.00000000,7.53316903,27.90142764,88.74080256,
CG0680,Melanoma and other skin cancers,2020,Male,Age_all,[All],875.00000000,0.12379144,0.49664589,1.45826436,
CG0681,a. Malignant skin melanoma,2020,Male,Age_all,[All],370.00000000,0.05234610,0.22859699,0.61663750,
CG0682,b. Non-melanoma skin cancer,2020,Male,Age_all,[All],505.00000000,0.07144535,0.26804890,0.84162686,
CG0690,Breast cancer,2020,Male,Age_all,[All],129.00000000,0.01825040,0.06887734,0.21498983,
CG0730,Prostate cancer,2020,Male,Age_all,[All],12759.00000000,1.80509144,5.52786889,21.26399421,
CG0731,Testicular cancer,2020,Male,Age_all,[All],72.00000000,0.01018627,0.09558652,0.11999432,
CG0732,Kidney cancer,2020,Male,Age_all,[All],5919.00000000,0.83739605,3.13792039,9.86453341,
CG0740,Bladder cancer,2020,Male,Age_all,[All],6244.00000000,0.88337573,2.88486970,10.40617446,
CG0741,Brain and nervous system cancers,2020,Male,Age_all,[All],1583.00000000,0.22395640,1.42677051,2.63820855,
CG0742,Gallbladder and biliary tract cancer,2020,Male,Age_all,[All],9357.00000000,1.32379031,4.56739501,15.59426239,
CG0743,Larynx cancer,2020,Male,Age_all,[All],712.00000000,0.10073086,0.36125970,1.18661054,
CG0744,Thyroid cancer,2020,Male,Age_all,[All],591.00000000,0.08361228,0.31978584,0.98495341,
CG0745,Mesothelioma,2020,Male,Age_all,[All],1337.00000000,0.18915332,0.71377114,2.22822794,
CG0750,"Lymphomas, multiple myeloma",2020,Male,Age_all,[All],9859.00000000,1.39481123,5.15630060,16.43088949,
CG0751,a. Hodgkin lymphoma,2020,Male,Age_all,[All],144.00000000,0.02037253,0.08594724,0.23998865,
CG0752,b. Non-Hodgkin lymphoma,2020,Male,Age_all,[All],7570.00000000,1.07097282,3.98170544,12.61606993,
CG0753,c. Multiple myeloma,2020,Male,Age_all,[All],2145.00000000,0.30346588,1.08864792,3.57483091,
CG0760,Leukaemia,2020,Male,Age_all,[All],5467.00000000,0.77344893,3.38616539,9.11123571,
CG0780,Other neoplasms,2020,Male,Age_all,[All],7058.00000000,0.99853714,3.57558843,11.76277695,
CG0790,Diabetes mellitus,2020,Male,Age_all,[All],7767.00000000,1.09884358,4.41932971,12.94438773,
CG0800,Endocrine disorders,2020,Male,Age_all,[All],4430.00000000,0.62673839,2.50655455,7.38298412,
CG0810,Neuropsychiatric conditions,2020,Male,Age_all,[All],32437.00000000,4.58905486,15.79722506,54.05910967,
CG0820,Unipolar depressive disorders,2020,Male,Age_all,[All],102.00000000,0.01443055,0.06807165,0.16999196,
CG0830,Bipolar disorder,2020,Male,Age_all,[All],33.00000000,0.00466871,0.02180940,0.05499740,
CG0840,Schizophrenia,2020,Male,Age_all,[All],432.00000000,0.06111760,0.30579990,0.71996595,
CG0850,Epilepsy,2020,Male,Age_all,[All],831.00000000,0.11756650,0.62593053,1.38493449,
CG0860,Alcohol use disorders,2020,Male,Age_all,[All],507.00000000,0.07172830,0.41359477,0.84496003,
CG0870,Alzheimer and other dementias,2020,Male,Age_all,[All],17486.00000000,2.47384817,6.93678520,29.14195492,
CG0880,Parkinson disease,2020,Male,Age_all,[All],5956.00000000,0.84263066,2.59267164,9.92619716,
CG0890,Multiple sclerosis,2020,Male,Age_all,[All],34.00000000,0.00481018,0.02868170,0.05666399,
CG0900,Drug use disorders,2020,Male,Age_all,[All],101.00000000,0.01428907,0.13438938,0.16832537,
CG0910,Post-traumatic stress disorder,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2020,Male,Age_all,[All],2.00000000,0.00028295,0.00275099,0.00333318,
CG0930,Panic disorder,2020,Male,Age_all,[All],1.00000000,0.00014148,0.00194356,0.00166659,
CG0940,Insomnia (primary),2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2020,Male,Age_all,[All],85.00000000,0.01202545,0.07066394,0.14165997,
CG0970,Other neuropsychiatric disorders,2020,Male,Age_all,[All],6867.00000000,0.97151524,4.59413241,11.44445868,
CG0980,Sense organ diseases,2020,Male,Age_all,[All],8.00000000,0.00113181,0.00387858,0.01333270,
CG0990,Glaucoma,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2020,Male,Age_all,[All],8.00000000,0.00113181,0.00387858,0.01333270,
CG1040,Cardiovascular diseases,2020,Male,Age_all,[All],166887.00000000,23.61049412,87.69725408,278.13184436,
CG1050,Rheumatic heart disease,2020,Male,Age_all,[All],688.00000000,0.09733544,0.29453229,1.14661243,
CG1060,Hypertensive heart disease,2020,Male,Age_all,[All],2675.00000000,0.37844812,1.32154423,4.45812246,
CG1070,Ischaemic heart disease,2020,Male,Age_all,[All],40194.00000000,5.68648367,22.91871936,66.98683152,
CG1080,Cerebrovascular disease,2020,Male,Age_all,[All],50390.00000000,7.12897229,26.42961478,83.97936111,
CG1090,Inflammatory heart diseases,2020,Male,Age_all,[All],3577.00000000,0.50605941,2.23167596,5.96138469,
CG1110,Respiratory diseases,2020,Male,Age_all,[All],59205.00000000,8.37608264,25.28006336,98.67033289,
CG1120,Chronic obstructive pulmonary disease,2020,Male,Age_all,[All],13602.00000000,1.92435565,5.75777945,22.66892776,
CG1130,Asthma,2020,Male,Age_all,[All],463.00000000,0.06550336,0.26337159,0.77163017,
CG1140,Other respiratory diseases,2020,Male,Age_all,[All],45140.00000000,6.38622364,19.25891231,75.22977497,
CG1150,Digestive diseases,2020,Male,Age_all,[All],28847.00000000,4.08115625,17.67634290,48.07605934,
CG1160,Peptic ulcer disease,2020,Male,Age_all,[All],1300.00000000,0.18391871,0.70938177,2.16656419,
CG1170,Cirrhosis of the liver,2020,Male,Age_all,[All],9554.00000000,1.35166107,7.66964452,15.92258020,
CG1180,Appendicitis,2020,Male,Age_all,[All],87.00000000,0.01230841,0.04660773,0.14499314,
CG1181,Gastritis and duodenitis,2020,Male,Age_all,[All],36.00000000,0.00509313,0.01948326,0.05999716,
CG1182,Paralytic ileus and intestinal obstruction,2020,Male,Age_all,[All],3260.00000000,0.46121154,1.51290151,5.43307635,
CG1183,Inflammatory bowel disease,2020,Male,Age_all,[All],180.00000000,0.02546567,0.11518898,0.29998581,
CG1184,Gallbladder and biliary diseases,2020,Male,Age_all,[All],3029.00000000,0.42853060,1.30498192,5.04809456,
CG1185,Pancreatitis,2020,Male,Age_all,[All],806.00000000,0.11402960,0.57884701,1.34326980,
CG1190,Other digestive diseases,2020,Male,Age_all,[All],10592.00000000,1.49851309,5.71606425,17.65249837,
CG1200,Genitourinary diseases,2020,Male,Age_all,[All],19793.00000000,2.80023315,8.69776666,32.98677306,
CG1210,Nephritis and nephrosis,2020,Male,Age_all,[All],15923.00000000,2.25272129,7.02549584,26.53707813,
CG1220,Benign prostatic hypertrophy,2020,Male,Age_all,[All],177.00000000,0.02504124,0.06993188,0.29498605,
CG1230,Other genitourinary system diseases,2020,Male,Age_all,[All],3693.00000000,0.52247062,1.60233894,6.15470888,
CG1240,Skin diseases,2020,Male,Age_all,[All],1104.00000000,0.15618943,0.53981762,1.83991297,
CG1250,Musculoskeletal diseases,2020,Male,Age_all,[All],3523.00000000,0.49841971,1.78541917,5.87138895,
CG1260,Rheumatoid arthritis,2020,Male,Age_all,[All],665.00000000,0.09408150,0.31478288,1.10828091,
CG1270,Osteoarthritis,2020,Male,Age_all,[All],17.00000000,0.00240509,0.00728659,0.02833199,
CG1280,Gout,2020,Male,Age_all,[All],12.00000000,0.00169771,0.00806287,0.01999905,
CG1290,Back pain,2020,Male,Age_all,[All],458.00000000,0.06479598,0.21501619,0.76329723,
CG1300,Other musculoskeletal disorders,2020,Male,Age_all,[All],2371.00000000,0.33543944,1.24027064,3.95147976,
CG1310,Congenital anomalies,2020,Male,Age_all,[All],849.00000000,0.12011307,1.89005241,1.41493307,
CG1320,Abdominal wall defect,2020,Male,Age_all,[All],1.00000000,0.00014148,0.00434213,0.00166659,
CG1330,Anencephaly,2020,Male,Age_all,[All],3.00000000,0.00042443,0.01302638,0.00499976,
CG1340,Anorectal atresia,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2020,Male,Age_all,[All],2.00000000,0.00028295,0.00557052,0.00333318,
CG1380,Renal agenesis,2020,Male,Age_all,[All],12.00000000,0.00169771,0.05210553,0.01999905,
CG1390,Down syndrome,2020,Male,Age_all,[All],86.00000000,0.01216693,0.10894694,0.14332655,
CG1400,Congenital heart anomalies,2020,Male,Age_all,[All],310.00000000,0.04385754,0.67069520,0.51664223,
CG1410,Spina bifida,2020,Male,Age_all,[All],1.00000000,0.00014148,0.00051229,0.00166659,
CG1420,Other Congenital anomalies,2020,Male,Age_all,[All],434.00000000,0.06140056,1.03485342,0.72329912,
CG1430,Oral conditions,2020,Male,Age_all,[All],39.00000000,0.00551756,0.01599697,0.06499693,
CG1440,Dental caries,2020,Male,Age_all,[All],1.00000000,0.00014148,0.00074439,0.00166659,
CG1450,Periodontal disease,2020,Male,Age_all,[All],1.00000000,0.00014148,0.00040704,0.00166659,
CG1460,Edentulism,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2020,Male,Age_all,[All],37.00000000,0.00523461,0.01484554,0.06166375,
CG1475,Sudden infant death syndrome,2020,Male,Age_all,[All],61.00000000,0.00863003,0.26430451,0.10166186,
CG1480,Injuries,2020,Male,Age_all,[All],39986.00000000,5.65705668,35.94702775,66.64018125,
CG1490,Unintentional injuries,2020,Male,Age_all,[All],24640.00000000,3.48596700,15.43069308,41.06472431,
CG1500,Road traffic accidents,2020,Male,Age_all,[All],2190.00000000,0.30983229,2.51233464,3.64982736,
CG1510,Poisonings,2020,Male,Age_all,[All],130.00000000,0.01839187,0.14791358,0.21665642,
CG1520,Falls,2020,Male,Age_all,[All],5074.00000000,0.71784889,2.64591582,8.45626669,
CG1530,Fires,2020,Male,Age_all,[All],571.00000000,0.08078276,0.40095281,0.95162166,
CG1540,Drownings,2020,Male,Age_all,[All],3909.00000000,0.55302942,2.43802573,6.51469186,
CG1541,Exposure to mechanical forces,2020,Male,Age_all,[All],457.00000000,0.06465450,0.46923060,0.76163064,
CG1542,Natural disasters,2020,Male,Age_all,[All],42.00000000,0.00594199,0.03458922,0.06999669,
CG1550,Other unintentional injuries,2020,Male,Age_all,[All],12267.00000000,1.73548528,6.78173070,20.44403300,
CG1560,Intentional injuries,2020,Male,Age_all,[All],13712.00000000,1.93991800,18.79549161,22.85225242,
CG1570,Self-inflicted injuries,2020,Male,Age_all,[All],13594.00000000,1.92322384,18.63792112,22.65559506,
CG1580,Violence,2020,Male,Age_all,[All],118.00000000,0.01669416,0.15757049,0.19665736,
CG1590,War,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2020,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1610,Ill-defined diseases,2020,Male,Age_all,[All],53085.00000000,7.51024993,24.71032638,88.47081533,
CG0768,Ill-defined malignant neoplasms,2020,Male,Age_all,[All],3668.00000000,0.51893372,1.97000335,6.11304419,
CG0769,Other malignant neoplasms,2020,Male,Age_all,[All],3760.00000000,0.53194951,2.61864634,6.26637027,
CG0789,Diabetes mellitus and endocrine disorders,2020,Male,Age_all,[All],12197.00000000,1.72558196,6.92588427,20.32737185,
CG1098,Ill-defined circulatory diseases,2020,Male,Age_all,[All],44192.00000000,6.25210445,21.28371641,73.64984970,
CG1099,Other circulatory diseases,2020,Male,Age_all,[All],25171.00000000,3.56109072,13.21745105,41.94968245,
CG1605,Ill-defined injuries/accidents,2020,Male,Age_all,[All],1634.00000000,0.23117168,1.72084305,2.72320453,
CG0395,COVID-19,2020,Male,Age_all,[All],2094.00000000,0.29625060,1.04254940,3.48983493,
CG0000,All Causes,2020,Female,Age_all,[All],665921.00000000,100.00000000,203.62771822,1050.41279810,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2020,Female,Age_all,[All],49194.00000000,7.38736277,12.67966473,77.59780393,
CG0020,Infectious and parasitic diseases,2020,Female,Age_all,[All],11540.00000000,1.73293829,3.35916005,18.20300560,
CG0030,Tuberculosis,2020,Female,Age_all,[All],1121.00000000,0.16833829,0.24027876,1.76824690,
CG0040,STDs excluding HIV,2020,Female,Age_all,[All],138.00000000,0.02072318,0.03302824,0.21767892,
CG0050,Syphilis,2020,Female,Age_all,[All],3.00000000,0.00045050,0.00075925,0.00473215,
CG0060,Chlamydia,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2020,Female,Age_all,[All],135.00000000,0.02027267,0.03226899,0.21294677,
CG0090,HIV/AIDS,2020,Female,Age_all,[All],5.00000000,0.00075084,0.00525035,0.00788692,
CG0100,Diarrhoeal diseases,2020,Female,Age_all,[All],1158.00000000,0.17389450,0.28891557,1.82661009,
CG0110,Childhood-cluster diseases,2020,Female,Age_all,[All],27.00000000,0.00405453,0.01374965,0.04258935,
CG0120,Pertussis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2020,Female,Age_all,[All],24.00000000,0.00360403,0.01292397,0.03785720,
CG0140,Diphtheria,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2020,Female,Age_all,[All],3.00000000,0.00045050,0.00082568,0.00473215,
CG0170,Meningitis,2020,Female,Age_all,[All],105.00000000,0.01576764,0.04129992,0.16562527,
CG0180,Hepatitis B,2020,Female,Age_all,[All],215.00000000,0.03228611,0.08127847,0.33913745,
CG0190,Hepatitis C,2020,Female,Age_all,[All],957.00000000,0.14371074,0.27124480,1.50955601,
CG0200,Malaria,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2020,Female,Age_all,[All],1.00000000,0.00015017,0.00070352,0.00157738,
CG0310,Trachoma,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2020,Female,Age_all,[All],2.00000000,0.00030034,0.00053917,0.00315477,
CG0330,Ascariasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2020,Female,Age_all,[All],2.00000000,0.00030034,0.00053917,0.00315477,
CG0370,Other infectious diseases,2020,Female,Age_all,[All],7811.00000000,1.17296196,2.38287161,12.32094252,
CG0380,Respiratory infections,2020,Female,Age_all,[All],35628.00000000,5.35018418,7.79828985,56.19901936,
CG0390,Lower respiratory infections,2020,Female,Age_all,[All],34212.00000000,5.13754635,7.41503306,53.96544432,
CG0400,Upper respiratory infections,2020,Female,Age_all,[All],37.00000000,0.00555621,0.02369587,0.05836319,
CG0410,Otitis media,2020,Female,Age_all,[All],7.00000000,0.00105118,0.00260344,0.01104168,
CG0420,Maternal conditions,2020,Female,Age_all,[All],23.00000000,0.00345386,0.05175055,0.03627982,
CG0430,Maternal haemorrhage,2020,Female,Age_all,[All],3.00000000,0.00045050,0.00756741,0.00473215,
CG0440,Maternal sepsis,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0450,Hypertensive disorders,2020,Female,Age_all,[All],3.00000000,0.00045050,0.00647107,0.00473215,
CG0460,Obstructed labour,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Pregnancy with abortive outcome,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0480,Other maternal conditions,2020,Female,Age_all,[All],17.00000000,0.00255286,0.03771206,0.02681552,
CG0490,Perinatal conditions,2020,Female,Age_all,[All],196.00000000,0.02943292,0.88349364,0.30916717,
CG0500,Low birth weight,2020,Female,Age_all,[All],70.00000000,0.01051176,0.31634326,0.11041685,
CG0510,Birth asphyxia and birth trauma,2020,Female,Age_all,[All],66.00000000,0.00991109,0.29875623,0.10410731,
CG0520,Other perinatal conditions,2020,Female,Age_all,[All],60.00000000,0.00901008,0.26839415,0.09464301,
CG0530,Nutritional deficiencies,2020,Female,Age_all,[All],1807.00000000,0.27135351,0.58697064,2.85033199,
CG0540,Protein-energy malnutrition,2020,Female,Age_all,[All],1000.00000000,0.15016796,0.38385310,1.57738350,
CG0550,Iodine deficiency,2020,Female,Age_all,[All],2.00000000,0.00030034,0.00109203,0.00315477,
CG0560,Vitamin A deficiency,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2020,Female,Age_all,[All],569.00000000,0.08544557,0.14118648,0.89753121,
CG0580,Other nutritional disorders,2020,Female,Age_all,[All],236.00000000,0.03543964,0.06083902,0.37226251,
CG0590,Noncommunicable diseases,2020,Female,Age_all,[All],483850.00000000,72.65876883,154.70294575,763.21700677,
CG0600,Malignant neoplasms,2020,Female,Age_all,[All],157396.00000000,23.63583668,67.66217045,248.27385346,
CG0610,Mouth and oropharynx cancers,2020,Female,Age_all,[All],2280.00000000,0.34238296,0.90586851,3.59643438,
CG0611,a. Lip and oral cavity cancers,2020,Female,Age_all,[All],1764.00000000,0.26489629,0.65542808,2.78250450,
CG0612,b. Nasopharynx cancers,2020,Female,Age_all,[All],71.00000000,0.01066193,0.03221385,0.11199423,
CG0613,c. Other pharynx cancer,2020,Female,Age_all,[All],445.00000000,0.06682474,0.21822658,0.70193566,
CG0620,Oesophagus cancer,2020,Female,Age_all,[All],2003.00000000,0.30078643,0.94418831,3.15949915,
CG0630,Stomach cancer,2020,Female,Age_all,[All],14548.00000000,2.18464352,5.51988604,22.94777517,
CG0640,Colon and rectum cancers,2020,Female,Age_all,[All],24328.00000000,3.65328620,9.49099285,38.37458580,
CG0650,Liver cancer,2020,Female,Age_all,[All],8568.00000000,1.28663911,2.82195890,13.51502183,
CG0660,Pancreas cancer,2020,Female,Age_all,[All],18797.00000000,2.82270720,7.37333777,29.65007766,
CG0670,"Trachea, bronchus, lung cancers",2020,Female,Age_all,[All],22338.00000000,3.35445195,8.32681705,35.23559264,
CG0680,Melanoma and other skin cancers,2020,Female,Age_all,[All],832.00000000,0.12493975,0.32858662,1.31238307,
CG0681,a. Malignant skin melanoma,2020,Female,Age_all,[All],313.00000000,0.04700257,0.17020027,0.49372104,
CG0682,b. Non-melanoma skin cancer,2020,Female,Age_all,[All],519.00000000,0.07793717,0.15838635,0.81866204,
CG0690,Breast cancer,2020,Female,Age_all,[All],14650.00000000,2.19996066,9.61466687,23.10866828,
CG0700,Cervix uteri cancer,2020,Female,Age_all,[All],2887.00000000,0.43353491,2.29370911,4.55390617,
CG0710,Corpus uteri cancer,2020,Female,Age_all,[All],3921.00000000,0.58880858,2.38630649,6.18492071,
CG0720,Ovary cancer,2020,Female,Age_all,[All],4876.00000000,0.73221899,3.32920828,7.69132195,
CG0732,Kidney cancer,2020,Female,Age_all,[All],3365.00000000,0.50531520,1.12556585,5.30789548,
CG0740,Bladder cancer,2020,Female,Age_all,[All],2924.00000000,0.43909112,0.83192193,4.61226936,
CG0741,Brain and nervous system cancers,2020,Female,Age_all,[All],1247.00000000,0.18725945,0.96217152,1.96699723,
CG0742,Gallbladder and biliary tract cancer,2020,Female,Age_all,[All],8416.00000000,1.26381358,2.63431818,13.27525954,
CG0743,Larynx cancer,2020,Female,Age_all,[All],69.00000000,0.01036159,0.03132508,0.10883946,
CG0744,Thyroid cancer,2020,Female,Age_all,[All],1252.00000000,0.18801029,0.40623399,1.97488414,
CG0745,Mesothelioma,2020,Female,Age_all,[All],268.00000000,0.04024501,0.12547600,0.42273878,
CG0750,"Lymphomas, multiple myeloma",2020,Female,Age_all,[All],8434.00000000,1.26651660,2.94422309,13.30365244,
CG0751,a. Hodgkin lymphoma,2020,Female,Age_all,[All],73.00000000,0.01096226,0.02489040,0.11514900,
CG0752,b. Non-Hodgkin lymphoma,2020,Female,Age_all,[All],6263.00000000,0.94050195,2.20891964,9.87915286,
CG0753,c. Multiple myeloma,2020,Female,Age_all,[All],2098.00000000,0.31505239,0.71041305,3.30935058,
CG0760,Leukaemia,2020,Female,Age_all,[All],3516.00000000,0.52799056,1.71961548,5.54608039,
CG0780,Other neoplasms,2020,Female,Age_all,[All],6102.00000000,0.91632491,1.95333529,9.62519412,
CG0790,Diabetes mellitus,2020,Female,Age_all,[All],6135.00000000,0.92128045,1.83994002,9.67724778,
CG0800,Endocrine disorders,2020,Female,Age_all,[All],5097.00000000,0.76540611,1.66185601,8.03992370,
CG0810,Neuropsychiatric conditions,2020,Female,Age_all,[All],41736.00000000,6.26741010,10.99241020,65.83367778,
CG0820,Unipolar depressive disorders,2020,Female,Age_all,[All],182.00000000,0.02733057,0.06765591,0.28708380,
CG0830,Bipolar disorder,2020,Female,Age_all,[All],42.00000000,0.00630705,0.01958058,0.06625011,
CG0840,Schizophrenia,2020,Female,Age_all,[All],512.00000000,0.07688600,0.21851611,0.80762035,
CG0850,Epilepsy,2020,Female,Age_all,[All],640.00000000,0.09610750,0.38597554,1.00952544,
CG0860,Alcohol use disorders,2020,Female,Age_all,[All],51.00000000,0.00765857,0.06117961,0.08044656,
CG0870,Alzheimer and other dementias,2020,Female,Age_all,[All],29405.00000000,4.41568895,5.77990380,46.38296184,
CG0880,Parkinson disease,2020,Female,Age_all,[All],5514.00000000,0.82802615,1.44036029,8.69769262,
CG0890,Multiple sclerosis,2020,Female,Age_all,[All],59.00000000,0.00885991,0.03661438,0.09306563,
CG0900,Drug use disorders,2020,Female,Age_all,[All],116.00000000,0.01741948,0.16848071,0.18297649,
CG0910,Post-traumatic stress disorder,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2020,Female,Age_all,[All],69.00000000,0.01036159,0.03883746,0.10883946,
CG0970,Other neuropsychiatric disorders,2020,Female,Age_all,[All],5146.00000000,0.77276434,2.77530581,8.11721549,
CG0980,Sense organ diseases,2020,Female,Age_all,[All],11.00000000,0.00165185,0.00473916,0.01735122,
CG0990,Glaucoma,2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2020,Female,Age_all,[All],1.00000000,0.00015017,0.00038852,0.00157738,
CG1010,"Vision disorders, age-related",2020,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2020,Female,Age_all,[All],1.00000000,0.00015017,0.00015065,0.00157738,
CG1030,Other sense organ disorders,2020,Female,Age_all,[All],9.00000000,0.00135151,0.00419999,0.01419645,
CG1040,Cardiovascular diseases,2020,Female,Age_all,[All],177958.00000000,26.72359034,45.37148759,280.70801300,
CG1050,Rheumatic heart disease,2020,Female,Age_all,[All],1326.00000000,0.19912272,0.30216148,2.09161052,
CG1060,Hypertensive heart disease,2020,Female,Age_all,[All],3718.00000000,0.55832449,0.78720064,5.86471186,
CG1070,Ischaemic heart disease,2020,Female,Age_all,[All],27111.00000000,4.07120364,7.85644346,42.76444409,
CG1080,Cerebrovascular disease,2020,Female,Age_all,[All],52588.00000000,7.89703283,14.68044035,82.95144353,
CG1090,Inflammatory heart diseases,2020,Female,Age_all,[All],3544.00000000,0.53219526,1.15943349,5.59024713,
CG1110,Respiratory diseases,2020,Female,Age_all,[All],33607.00000000,5.04669473,7.87976894,53.01112731,
CG1120,Chronic obstructive pulmonary disease,2020,Female,Age_all,[All],2813.00000000,0.42242248,0.71107245,4.43717979,
CG1130,Asthma,2020,Female,Age_all,[All],695.00000000,0.10436673,0.21743953,1.09628153,
CG1140,Other respiratory diseases,2020,Female,Age_all,[All],30099.00000000,4.51990551,6.95125696,47.47766599,
CG1150,Digestive diseases,2020,Female,Age_all,[All],24933.00000000,3.74413782,7.69635779,39.32890282,
CG1160,Peptic ulcer disease,2020,Female,Age_all,[All],965.00000000,0.14491208,0.25426934,1.52217508,
CG1170,Cirrhosis of the liver,2020,Female,Age_all,[All],4461.00000000,0.66989928,2.33298408,7.03670780,
CG1180,Appendicitis,2020,Female,Age_all,[All],57.00000000,0.00855957,0.02433283,0.08991086,
